United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
2632314,365529,17618927,3292522,565071,2987502,150880,3507304,181610,1779897,253504,1215731,32909,1808299,222151,618200,946238,35044,160371,1838007,1100158,46422,3062734,1675700,840277,113732,21542,0,8240,399236,229543,1228833,367086,1337700,302695,96973,144114,929201,11876,305406,40986,22802,4646,587084,212161,80055,127925,69555,574161,1391,57874,16822,1187,2704,1564,231,113903,616,1278,390
9696097,12869689,2387280,1399380,7699982,552931,2316026,224002,760599,2609936,1322932,371289,203196,175624,4648113,66802,117332,1881735,599850,82195,73181,3219656,89276,140532,36310,283226,322232,197604,0,104804,173134,21609,92529,35759,50723,13995,53827,140064,14236,16207,10199,85125,7721,7780,13921,2256,1694,1771,7160,7460,6664,2935,1294,2205,654,3158,6740,38557,2068,1121
5305164,1190358,12590705,7099080,2369359,3790124,559996,2787571,1293705,3386400,219984,1277385,360591,1991710,305620,855267,434918,194281,753127,1372086,921191,154253,682172,492537,10587122,237286,74289,433173,60753,0,936002,123112,191387,138790,4057921,442555,186640,1845077,108370,487067,30250,116296,22133,83436,94333,53857,463073,37395,134648,27761,31357,34921,52744,14170,41163,9350,193658,6467,8257,23866
28882087,1423066,18668705,18990122,3762296,8950530,835304,5071723,1696076,4585268,773682,20362003,214234,4354247,1046381,4541256,724851,179124,1521367,561002,290306,711012,628250,439461,1541754,288156,81097,299868,533786,867669,0,109918,639761,248376,888710,572702,367409,542517,52667,487053,58087,120786,20792,74390,63984,19546,30726,36757,105441,8269,42079,108768,8293,9923,9124,14519,34962,427723,8851,12075
993854,183020,8526996,640639,107302,1080415,31290,2046576,100767,828109,59206,413631,37247,565948,22274,270966,378046,12323,19767,1872218,502462,32783,2108509,4155098,222727,31609,3464,1489204,14746,194189,14870,0,66410,441230,108710,39109,23405,333440,4715,87414,3578,4869,7891,262442,114539,42841,61306,30507,159655,41,8812,18556,17,1217,9598,174,25283,780,83,5
6083068,3443052,4345287,7379636,5537641,1279829,1094287,2974123,576102,1588964,177012,1683602,2683476,1573769,431181,875100,1259978,370105,1236692,173554,146766,287092,388277,138042,287637,341547,263063,15518,56468,197437,199726,10243,0,26852,120471,315996,183265,73098,70196,46686,42012,147824,26394,24190,10655,3397,1140,8341,44247,25167,8272,11512,1014,3000,34939,3434,7842,1053,5573,401448
1310162,292306,4324116,1395560,155248,2077979,86955,5058779,172761,553242,47782,657937,262518,732190,75482,197180,2285592,29025,28824,475554,255347,10661,914820,350537,145903,16274,12022,1111431,870,53636,58640,172625,17113,0,187084,52653,100334,58489,20203,540740,2743,4205,9890,172711,677738,9907,10784,74563,275570,2642,50879,7919,1948,1115,844,2548,9863,532,265,12093
7079303,1143960,18725785,21722989,1139364,8029679,638794,1273152,4997465,5138223,215796,5116301,215938,2596651,402808,241803,374203,107604,222379,1597745,749636,71091,452704,585800,9080770,295251,53073,43584,11615,3355900,1844524,52230,70511,111760,0,649559,65697,1294003,61329,158468,18046,28454,38869,26854,10329,43679,95018,26532,59824,6559,4952,3844,25094,110735,10620,11590,110126,6831,2639,3888
2415188,323834,5017596,3364798,195188,4561731,48300,1718151,260907,1494059,305418,1766285,29808,9339521,290164,378879,398003,33001,130159,280806,89273,115025,483970,174286,385542,232271,4792,125926,6932,342621,248347,61207,100447,127177,192317,0,77889,271469,59956,141454,6842,17612,8891,61129,37508,3904,15836,3652,23862,2186,65902,38082,1746,3171,339,5190,20180,2489,2765,1610
17083529,1073542,1559021,1871948,837020,1185879,503736,1073451,671204,1277347,370655,2980815,1124680,739363,434021,333995,804691,525435,470847,186321,331876,1,106460,104404,127632,468503,0,87991,178800,94568,150526,19104,257988,206405,87384,68757,0,117648,58064,209944,99401,45342,30825,73741,34759,21671,13208,62291,18436,42385,0,7489,10618,31918,56903,30463,8297,156089,8158,7027
4537264,2628129,9699398,4214948,1230917,2929050,658785,2254340,1007953,3239549,306074,1700783,473870,1684366,350143,680868,962032,275038,685263,1312976,3099845,217866,1332272,359449,6711025,321850,328971,585168,88911,1644922,337246,114300,458491,160264,1745558,375907,263131,0,514967,489511,273784,129238,82553,66861,57150,51209,449698,197910,61198,18664,73552,43004,9312,14758,33442,69360,1291342,14644,10892,21872
7444221,4991536,1719349,1001553,5121276,1487582,2279175,1786003,1373126,1428038,1754121,287931,377801,1130231,105481,42777,326177,159476,117719,71034,129377,148450,198856,35161,344866,1746017,135612,2815,9306,157410,62444,3832,53221,3225,77502,46882,18991,196900,0,114475,377144,32622,615632,12170,171687,4557,6641,23005,3763,20631,1892,420,33159,114982,26,409913,12027,106265,69595,1311
1004239,86689,2226513,1255534,115563,652626,92757,1928822,120033,412764,31514,236636,41846,650103,25031,200819,727830,27690,116932,221029,188276,7163,182067,112573,171934,26474,28353,73580,2840,164155,48586,51166,21387,464294,84192,103132,226567,141280,7632,0,5666,14043,1237,53745,909887,9562,14687,8290,63944,1877,66289,4680,419,1589,6598,1388,9599,472,2505,2316
9428655,205154,762930,569287,370059,348966,136795,637267,481850,527808,675129,558277,12359,436332,48261,119024,175246,9143,22682,55304,92488,1767,20054,50494,55775,137748,4083,9038,9617,100738,8580,7958,30713,11149,51149,187532,535296,32417,356239,8731,0,5279,772644,14977,2427,2506,1103,280,14481,4949,1357,103,120256,186445,228,1383168,1888,263796,1951,466
3368297,1325995,757990,1179713,2507788,459481,891031,341883,463293,312328,385438,520914,206485,207970,319407,73920,27270,253030,4355650,22776,63732,339091,46474,12220,48755,29961,263004,1443,291347,142522,37998,3941,113010,3514,22732,23247,9974,22632,40948,55104,3036,0,17718,4579,2499,2477,2150,4656,5028,95014,4088,242,10410,31200,270,1327,3711,1646,3648,1668
5393502,2277994,665733,237143,704316,197049,249489,379437,1121105,207502,445359,180812,23372,608377,5272,18597,37311,44587,49658,39950,29665,5299,5824,11580,56776,459109,36422,1427,9609,52714,6246,3019,3425,8078,134114,10076,6823,116160,1129616,13005,350106,7499,0,765,106475,1337,1670,15615,3319,387,249,5,17841,62037,1575,364862,1426,10186,5525,629
431977,57242,3111400,356273,49629,1312855,20300,2148246,50799,162793,40674,144818,22827,259582,7795,165663,217867,11747,49122,471730,455623,7718,1117518,380412,169760,20689,5205,360455,2076,157303,19630,216068,23977,188309,59105,26723,31624,71177,4999,65455,3626,6994,1020,0,100221,35812,41502,52961,1257383,2960,16154,15197,317,223,6277,2378,14011,3739,678,21
493362,89119,1330641,314267,38821,636351,24032,1512536,73721,147542,46569,713373,22557,442519,150959,70554,1190079,18329,19049,167303,241065,8485,292197,86330,56581,73683,18779,94710,7343,42045,15242,48031,11612,394314,27363,29968,48350,21730,3890,733450,9106,1487,6848,61033,0,21804,17626,20566,162345,2126,39502,1204,1922,1163,1099,581,10817,1008,911,1173
381251,490442,454227,506955,6421,448772,4037,135206,16517,110054,4261,80374,29050,175235,3327,3983,46578,1799,3713,979513,5715788,64,23453,71714,36357,202510,9037,141951,81,89375,6227,48179,1415,66165,35458,18202,1269,27721,1487,13954,21,251,5186,6525,23822,0,295713,207995,27002,0,612,5342,0,40,1532,0,166048,0,3330,0
684719,11478,911430,481061,19471,844830,5329,198278,422109,271879,10677,169216,27377,237281,5465,39937,159156,1499,14344,611329,568940,9900,45282,54409,817003,5174,333,38871,22,333384,27579,15062,19971,25683,247845,50348,9612,101900,725,9066,755,150,761,4642,13253,134576,0,27974,10581,33,832,1394,0,488,0,154,498706,49,34,0
1164340,2909355,3159744,206706,334379,2262729,241605,2328122,30405,319053,1603,34321,23485,637117,174,158510,558900,52244,6900,500204,3224709,10151,635988,164262,49361,8584,22634,66295,1638,47201,14,10508,27,1315955,6235,316173,3635,224623,2727,406878,624,4559,79,16806,194548,31070,31427,0,82,0,8286,167,0,2869,0,8,57442,931,0,0
373110,43831,820550,97106,56691,150061,4452,1441159,20952,60776,6086,46158,14648,58568,4446,67575,85569,15955,17481,62406,78955,1036,647560,73246,84781,3350,1692,139659,475,22469,16579,59594,10871,77021,11081,4950,5717,13007,2397,82137,4346,1104,2417,769499,42929,8897,5088,4793,0,195,1075,2275,130,487,118,7,1728,194,46,3
2214935,36595,327261,1138011,179157,161284,38083,171036,90109,73895,64418,351634,568495,87981,58791,48881,22851,12975,70654,28104,163498,10017,23893,15162,31513,10935,22980,2932,9854,11749,34478,2645,12132,2523,13395,5219,31840,10732,18886,4953,4025,18779,4863,2964,1041,5071,3517,4068,2563,0,12603,82,1086,1299,376,2535,3255,419,633,1169
276890,44088,1033396,323011,62075,3430020,10136,2306706,27382,231462,12848,431923,104493,633162,12353,24467,117372,1364,5425,89580,12972,4088,101697,34992,24163,58440,12853,1946,81,5263,21065,7230,14976,16675,22449,30128,4,9855,203,26856,317,8765,569,7771,3834,225,330,992,20628,56,0,5465,0,215,2487,1,1386,14,7815,219
409868,150767,3198689,1662315,42850,1918033,71183,1588455,73191,870790,67250,2092681,16087,454794,26698,228056,122199,5394,2032,166599,58276,7874,250971,189218,518965,41311,8006,72732,1068,277400,36914,23072,36643,23729,50483,152018,30543,54393,14502,324310,2803,7216,1618,39826,6512,2693,11613,8131,8979,16,4351,0,1462,194,0,78,6990,39,54,1922
4721498,29102,60232,101005,47373,41107,68544,37522,99089,90603,102063,106416,1842,65931,12427,9247,3136,4805,9186,3460,1412,9269,8847,5117,1978,3453,11,83,10,1460,1958,979,3652,826,4559,201,221,75790,3630,1704,3184,893,2236,1044,263,100,7,70,620,0,148,2,0,12089,0,5437,503,10571,75,0
3345535,94693,77810,26789,112626,48045,83296,38141,170800,77413,221822,24028,2030,58870,3660,14903,2310,1680,2734,2466,6109,9941,6122,451,8042,2162,1887,5,12,2737,803,287,2535,1827,10986,3395,1396,9973,13743,155,15080,2005,10365,178,12,93,66,7473,443,0,9,0,48022,0,3,61638,120,181249,77,249
66658,85709,118737,31546,74292,27547,17393,58623,7139,15765,418,29612,10446,5920,1911,7037,30293,1711,2236,4336,2883,5564,2183,2157,13843,140,791,962,796,2043,285,1077,1424,2647,4644,9473,23440,4909,445,10424,2,587,1,325,107,190,152,1,161,83,390,0,24,187,0,0,6,6,0,1072
6214647,42718,537430,81749,137599,173016,28797,389169,94483,128146,105977,252773,18872,276970,4176,48022,45863,2283,5220,96844,466978,1189,55730,47189,5189,91707,3298,4372,270,18942,2086,6002,3257,59387,13052,47401,7116,9554,271544,40869,529001,23478,914221,15702,12985,7196,9511,9746,19193,101,4607,97,37025,92562,1029,0,4980,23587,2890,520
547257,57669,458038,648958,27187,185384,32663,57223,45762,340385,28491,190803,6190,85268,0,29233,58671,3420,15387,91928,245302,2774,36019,28212,904527,20724,1660,140954,78,210697,23279,12978,18115,4926,263297,11052,2066,1835971,6379,15386,7261,841,1968,2984,3719,17752,430282,23256,5330,258,949,209,1007,1224,0,8190,0,450,127,348
3598194,922082,484542,1034822,220980,123301,35124,118846,291617,1663886,883244,373252,32214,75197,176420,54340,53338,29652,22597,53863,30286,230844,46472,70682,81659,92357,2535,6760,48258,12746,43744,40752,44802,13474,54152,38540,4555,74933,12025,1822,25139,2949,9966,3203,1563,2894,320,526,2080,3,625,1088,96305,256756,119,20608,1958,0,1261,39
784618,173326,170599,107125,80584,50030,26023,112647,108013,63301,262846,16317,4923,174729,15156,11569,21061,50371,9284,28985,35556,34230,1574,3531,26938,493653,1267,630,35386,5624,855,540,12058,8224,50540,12842,49731,13576,103418,1271,27517,453,46198,222,1610,1122,1114,155,4180,0,1449,0,6187,8819,0,52409,1170,5057,0,0
35462,170718,72047,69852,75009,30130,1725,32422,131452,79697,1624,28891,104719,22058,6828,7347,10032,22883,4029,4489,17543,21597,1617,4076,4816,262,9131,2226,386,762,301,3032,39072,2907,7027,13699,6403,1200,21,10904,42,527,1,201,211,38,471,551,276,114,78,151,3,0,2107,0,1,0,0,0
0,59314270,61792385,53490012,69384707,31805570,33796543,13311470,192177944,29846023,130809817,19247050,11321478,10789955,30279003,8732661,6260882,8674610,19664100,2771981,6425596,16434447,4439920,2178223,4278868,14856489,4066343,1293234,8698681,2780013,8575999,559657,5216119,1243026,3434841,978084,5920428,2584375,6157148,1139661,6960605,3092492,2515691,492979,468693,283940,313353,1105804,372060,200554,431415,612638,4501780,3698169,162916,2738812,256432,4385917,327838,125079
305778876,0,62805681,41828380,118525736,30102975,48556596,22465431,30443272,28903826,24438280,12946488,15639064,18050438,27353387,3138035,9669110,13617176,20327744,7711682,12911747,15883589,4707746,5711362,3938725,7989343,6636895,3858845,3869393,4454826,5581796,1670198,6879455,2186618,3662913,966470,2427841,5144504,4342193,2284917,2219273,3222412,1583656,726763,970059,548615,464285,1924943,1146398,779704,492322,116021,573186,453226,639539,828182,768693,550652,350875,307492
91215229,37879365,0,78267412,18455302,86144464,11362539,72854378,9849533,69729452,9437038,61127042,7187474,46830382,6801906,44843435,14768220,3283517,7071564,30144454,18456673,5744166,57096292,26583076,22926763,6503178,1456575,21048974,1410822,18133893,6310797,8683934,8584459,7756049,8642381,10076740,3201262,9607836,1273909,7964486,933215,1168984,506563,4142633,2898460,1669934,2885115,1809162,3127138,222774,1182031,5057919,162670,173321,221397,237302,1727267,168293,99262,152925
54612972,6506395,51301357,0,6712186,32478402,2976429,15795661,9595038,22783610,2140343,23585761,4030815,16688419,4360007,5541739,5137553,1308047,4895223,3600397,3674398,1857403,2560473,2456689,7964982,1417222,553039,1883468,389176,4410322,24455787,643512,3396515,1267564,4116229,2922476,2458670,3323423,305269,2382766,233888,722107,105190,435923,442891,184709,517380,506219,406497,300692,256300,371622,57542,35719,104605,67104,369351,73446,45749,158922
152244040,115672581,30161029,20932711,0,12909259,51926275,6830412,13521424,8138938,15295164,9463376,4743469,7433389,20024799,2478274,3216725,25842606,13711754,2076783,7788760,17341034,2439622,2827818,2464940,3839523,5515773,2208737,7676911,768844,2179403,870090,4458144,659883,1728349,687118,1292190,1998036,1453396,1617272,944573,2407554,563739,259373,312030,139967,62135,914143,323720,449558,250063,142923,283928,299876,230984,456976,593295,586999,50389,260110
38082574,11288722,78032709,44720572,8984657,0,3244608,40855462,4554663,17922369,2667350,39068689,4388425,42106007,5373502,14133709,7239953,1477381,3212764,6883600,5866449,2101114,4998626,4463305,6023997,2844485,954947,3672134,363145,3755115,2794341,1408903,2495441,3342151,2529535,6000465,1301669,2255084,993735,3777125,429735,505405,172202,1433583,955251,270562,611978,459725,849716,140085,3391697,2250020,69112,68024,135091,70070,344078,225187,82208,56895
47636132,89724142,14415743,6685509,27328400,5222406,0,4654835,5085106,3291872,10621409,2268151,4891838,4872196,10688801,615030,3556269,5088069,5451304,2895258,6780459,7061968,1061666,719674,1133426,3106306,2875853,1415162,3332345,718224,1137130,1738783,1746029,759636,943516,381275,890486,1101749,1728999,2668746,760698,773081,391599,192548,196910,77266,65259,358879,204997,186292,118176,17372,84142,217409,82582,477972,116477,241913,55768,66907
34104877,8600428,52122536,24156074,7031764,44828367,2916226,0,4347023,8950049,4110852,11834065,2433238,27296470,2620565,14931601,8663700,1493035,3564907,8535888,5726664,1143317,9021002,4364051,4312399,2572212,551441,3556681,176382,3321187,1968604,1982712,2045898,7471627,2182343,4183276,1839541,2348527,634479,7423909,394849,540132,227748,3921956,2048005,496967,656784,1430117,3600331,157624,2901274,557550,95650,71279,399692,170711,400357,97652,81960,92156
307723064,7662114,5025723,11225278,9616385,2642509,3091214,1686279,0,1781020,7376227,1619055,1245981,957372,915637,806291,674693,507159,1791962,291512,902373,655708,466001,317468,460826,1194016,666511,123784,257622,343231,498297,25536,502531,257787,1728615,110124,369102,384570,502907,120303,500650,437157,292411,52988,75577,29761,16648,138509,31809,210833,85906,55622,139458,141270,7466,153132,31932,89856,18270,37416
18068285,3650067,76303973,39629050,2175914,21641200,3025599,22749451,1401009,0,1546775,64259232,1077148,13200448,2057252,6642942,2160110,739923,1119354,3953849,2682357,919573,3858464,3750885,8063078,785544,515436,3357710,426149,5243127,3077866,578219,1112796,928246,2620670,3359849,1786119,3060781,306909,3285196,290553,192296,72516,531550,297075,219966,725132,189464,364761,76843,231413,1114832,56724,90147,101386,237921,300023,139036,21392,86011
200499682,2607103,3787160,2022639,2824693,966605,797651,364148,14131524,786001,0,1018374,529525,3416557,520066,94074,261944,231074,840601,203703,184979,216024,214975,176470,68516,1309926,59889,57216,46942,98930,188227,37472,284927,78499,85074,326922,33112,257395,1044964,36992,2290571,89787,518785,23799,18128,10170,6031,48186,22332,2185,13546,8202,184432,868972,289,357657,7341,581206,60611,11223
14788625,4304298,41977899,27409222,1847171,44144973,939312,18571732,1729078,38989924,804935,0,4159803,9638793,737530,4492924,2476928,694820,1220171,3156355,2177335,396292,2251904,1866268,5326309,957432,305508,1605739,276528,2832482,1526479,535261,842350,786607,1486469,1966336,3936827,1504997,177286,2225183,124027,191624,71226,304400,269894,164919,481903,185603,240954,241134,342008,6668883,41394,83682,130774,105129,192648,43436,16037,76958
22992713,10277449,5294761,6362080,4054993,3126524,3640789,3729378,1693254,2084376,1126094,3805684,0,2334861,4887807,587678,1579405,1622559,1023494,473368,967494,1331340,390052,266377,434088,1473955,1407424,142543,425018,530677,290555,107985,1613235,216376,233603,294473,1433837,200577,184776,614900,346411,163064,145956,92692,47474,58581,23801,150569,79150,1805129,110789,17655,28792,59092,299770,49629,26409,27598,34862,239691
